[Parallel(n_jobs=-1)]: Using backend LokyBackend with 28 concurrent workers.
[Parallel(n_jobs=-1)]: Done   5 tasks      | elapsed:    1.5s
[Parallel(n_jobs=-1)]: Done 394 tasks      | elapsed:   11.8s
[Parallel(n_jobs=-1)]: Done 425 tasks      | elapsed:   12.6s
[Parallel(n_jobs=-1)]: Done 456 tasks      | elapsed:   13.4s
[Parallel(n_jobs=-1)]: Done 489 tasks      | elapsed:   14.2s
[Parallel(n_jobs=-1)]: Done 522 tasks      | elapsed:   15.1s
[Parallel(n_jobs=-1)]: Done 557 tasks      | elapsed:   16.0s
[Parallel(n_jobs=-1)]: Done 592 tasks      | elapsed:   16.8s
[Parallel(n_jobs=-1)]: Done 629 tasks      | elapsed:   17.8s
[Parallel(n_jobs=-1)]: Done 666 tasks      | elapsed:   18.8s
[Parallel(n_jobs=-1)]: Done 705 tasks      | elapsed:   19.8s
[Parallel(n_jobs=-1)]: Done 744 tasks      | elapsed:   20.8s
[Parallel(n_jobs=-1)]: Done 785 tasks      | elapsed:   21.8s
[Parallel(n_jobs=-1)]: Done 826 tasks      | elapsed:   23.0s
[Parallel(n_jobs=-1)]: Done 869 tasks      | elapsed:   24.0s
[Parallel(n_jobs=-1)]: Done 912 tasks      | elapsed:   25.2s
[Parallel(n_jobs=-1)]: Done 1000 out of 1000 | elapsed:   27.4s finished
[Parallel(n_jobs=-1)]: Using backend LokyBackend with 28 concurrent workers.
[Parallel(n_jobs=-1)]: Done   5 tasks      | elapsed:    2.6s
[Parallel(n_jobs=-1)]: Done  16 tasks      | elapsed:    2.8s
[Parallel(n_jobs=-1)]: Done  29 tasks      | elapsed:    3.9s
[Parallel(n_jobs=-1)]: Done  42 tasks      | elapsed:    4.1s
[Parallel(n_jobs=-1)]: Done  57 tasks      | elapsed:    5.2s
[Parallel(n_jobs=-1)]: Done  72 tasks      | elapsed:    5.5s
[Parallel(n_jobs=-1)]: Done  89 tasks      | elapsed:    6.7s
[Parallel(n_jobs=-1)]: Done 106 tasks      | elapsed:    7.1s
[Parallel(n_jobs=-1)]: Done 125 tasks      | elapsed:    8.2s
[Parallel(n_jobs=-1)]: Done 144 tasks      | elapsed:    9.4s
[Parallel(n_jobs=-1)]: Done 165 tasks      | elapsed:   10.1s
[Parallel(n_jobs=-1)]: Done 186 tasks      | elapsed:   11.2s
[Parallel(n_jobs=-1)]: Done 209 tasks      | elapsed:   12.4s
[Parallel(n_jobs=-1)]: Done 232 tasks      | elapsed:   13.6s
[Parallel(n_jobs=-1)]: Done 257 tasks      | elapsed:   15.0s
[Parallel(n_jobs=-1)]: Done 282 tasks      | elapsed:   16.3s
[Parallel(n_jobs=-1)]: Done 309 tasks      | elapsed:   17.6s
[Parallel(n_jobs=-1)]: Done 336 tasks      | elapsed:   19.0s
[Parallel(n_jobs=-1)]: Done 365 tasks      | elapsed:   20.4s
[Parallel(n_jobs=-1)]: Done 394 tasks      | elapsed:   21.8s
[Parallel(n_jobs=-1)]: Done 425 tasks      | elapsed:   23.3s
[Parallel(n_jobs=-1)]: Done 456 tasks      | elapsed:   24.7s
[Parallel(n_jobs=-1)]: Done 489 tasks      | elapsed:   26.4s
[Parallel(n_jobs=-1)]: Done 522 tasks      | elapsed:   28.0s
[Parallel(n_jobs=-1)]: Done 557 tasks      | elapsed:   29.9s
[Parallel(n_jobs=-1)]: Done 592 tasks      | elapsed:   31.5s
[Parallel(n_jobs=-1)]: Done 629 tasks      | elapsed:   33.4s
[Parallel(n_jobs=-1)]: Done 666 tasks      | elapsed:   35.4s
[Parallel(n_jobs=-1)]: Done 705 tasks      | elapsed:   37.3s
[Parallel(n_jobs=-1)]: Done 744 tasks      | elapsed:   39.1s
[Parallel(n_jobs=-1)]: Done 785 tasks      | elapsed:   41.3s
[Parallel(n_jobs=-1)]: Done 826 tasks      | elapsed:   43.3s
[Parallel(n_jobs=-1)]: Done 869 tasks      | elapsed:   45.5s
[Parallel(n_jobs=-1)]: Done 912 tasks      | elapsed:   47.6s
[Parallel(n_jobs=-1)]: Done 1000 out of 1000 | elapsed:   52.0s finished
[Parallel(n_jobs=-1)]: Using backend LokyBackend with 28 concurrent workers.
[Parallel(n_jobs=-1)]: Done   5 tasks      | elapsed:    4.6s
[Parallel(n_jobs=-1)]: Done  16 tasks      | elapsed:    4.6s
[Parallel(n_jobs=-1)]: Done  29 tasks      | elapsed:    7.9s
[Parallel(n_jobs=-1)]: Done  42 tasks      | elapsed:    8.0s
[Parallel(n_jobs=-1)]: Done  57 tasks      | elapsed:   11.3s
[Parallel(n_jobs=-1)]: Done  72 tasks      | elapsed:   11.4s
[Parallel(n_jobs=-1)]: Done  89 tasks      | elapsed:   14.7s
[Parallel(n_jobs=-1)]: Done 106 tasks      | elapsed:   15.1s
[Parallel(n_jobs=-1)]: Done 125 tasks      | elapsed:   18.2s
[Parallel(n_jobs=-1)]: Done 144 tasks      | elapsed:   21.4s
[Parallel(n_jobs=-1)]: Done 165 tasks      | elapsed:   22.4s
[Parallel(n_jobs=-1)]: Done 186 tasks      | elapsed:   25.1s
[Parallel(n_jobs=-1)]: Done 209 tasks      | elapsed:   28.3s
[Parallel(n_jobs=-1)]: Done 232 tasks      | elapsed:   31.6s
[Parallel(n_jobs=-1)]: Done 257 tasks      | elapsed:   34.9s
[Parallel(n_jobs=-1)]: Done 282 tasks      | elapsed:   38.2s
[Parallel(n_jobs=-1)]: Done 309 tasks      | elapsed:   41.6s
[Parallel(n_jobs=-1)]: Done 336 tasks      | elapsed:   44.7s
[Parallel(n_jobs=-1)]: Done 365 tasks      | elapsed:   48.3s
[Parallel(n_jobs=-1)]: Done 394 tasks      | elapsed:   51.7s
[Parallel(n_jobs=-1)]: Done 425 tasks      | elapsed:   55.1s
[Parallel(n_jobs=-1)]: Done 456 tasks      | elapsed:   58.6s
[Parallel(n_jobs=-1)]: Done 489 tasks      | elapsed:  1.0min
[Parallel(n_jobs=-1)]: Done 522 tasks      | elapsed:  1.1min
[Parallel(n_jobs=-1)]: Done 557 tasks      | elapsed:  1.2min
[Parallel(n_jobs=-1)]: Done 592 tasks      | elapsed:  1.3min
[Parallel(n_jobs=-1)]: Done 629 tasks      | elapsed:  1.3min
[Parallel(n_jobs=-1)]: Done 666 tasks      | elapsed:  1.4min
[Parallel(n_jobs=-1)]: Done 705 tasks      | elapsed:  1.5min
[Parallel(n_jobs=-1)]: Done 744 tasks      | elapsed:  1.6min
[Parallel(n_jobs=-1)]: Done 785 tasks      | elapsed:  1.6min
[Parallel(n_jobs=-1)]: Done 826 tasks      | elapsed:  1.7min
[Parallel(n_jobs=-1)]: Done 869 tasks      | elapsed:  1.8min
[Parallel(n_jobs=-1)]: Done 912 tasks      | elapsed:  1.9min
[Parallel(n_jobs=-1)]: Done 1000 out of 1000 | elapsed:  2.1min finished
[Parallel(n_jobs=-1)]: Using backend LokyBackend with 28 concurrent workers.
[Parallel(n_jobs=-1)]: Done   5 tasks      | elapsed:    7.9s
[Parallel(n_jobs=-1)]: Done  16 tasks      | elapsed:    8.1s
[Parallel(n_jobs=-1)]: Done  29 tasks      | elapsed:   14.4s
[Parallel(n_jobs=-1)]: Done  42 tasks      | elapsed:   14.9s
[Parallel(n_jobs=-1)]: Done  57 tasks      | elapsed:   21.1s
[Parallel(n_jobs=-1)]: Done  72 tasks      | elapsed:   21.8s
[Parallel(n_jobs=-1)]: Done  89 tasks      | elapsed:   28.0s
[Parallel(n_jobs=-1)]: Done 106 tasks      | elapsed:   29.0s
[Parallel(n_jobs=-1)]: Done 125 tasks      | elapsed:   35.2s
[Parallel(n_jobs=-1)]: Done 144 tasks      | elapsed:   41.4s
[Parallel(n_jobs=-1)]: Done 165 tasks      | elapsed:   43.6s
[Parallel(n_jobs=-1)]: Done 186 tasks      | elapsed:   49.4s
[Parallel(n_jobs=-1)]: Done 209 tasks      | elapsed:   55.8s
[Parallel(n_jobs=-1)]: Done 232 tasks      | elapsed:  1.0min
[Parallel(n_jobs=-1)]: Done 257 tasks      | elapsed:  1.1min
[Parallel(n_jobs=-1)]: Done 282 tasks      | elapsed:  1.2min
[Parallel(n_jobs=-1)]: Done 309 tasks      | elapsed:  1.4min
[Parallel(n_jobs=-1)]: Done 336 tasks      | elapsed:  1.5min
[Parallel(n_jobs=-1)]: Done 365 tasks      | elapsed:  1.6min
[Parallel(n_jobs=-1)]: Done 394 tasks      | elapsed:  1.7min
[Parallel(n_jobs=-1)]: Done 425 tasks      | elapsed:  1.8min
[Parallel(n_jobs=-1)]: Done 456 tasks      | elapsed:  1.9min
[Parallel(n_jobs=-1)]: Done 489 tasks      | elapsed:  2.1min
[Parallel(n_jobs=-1)]: Done 522 tasks      | elapsed:  2.2min
[Parallel(n_jobs=-1)]: Done 557 tasks      | elapsed:  2.3min
[Parallel(n_jobs=-1)]: Done 592 tasks      | elapsed:  2.5min
[Parallel(n_jobs=-1)]: Done 629 tasks      | elapsed:  2.7min
[Parallel(n_jobs=-1)]: Done 666 tasks      | elapsed:  2.8min
[Parallel(n_jobs=-1)]: Done 705 tasks      | elapsed:  3.0min
[Parallel(n_jobs=-1)]: Done 744 tasks      | elapsed:  3.1min
[Parallel(n_jobs=-1)]: Done 785 tasks      | elapsed:  3.3min
[Parallel(n_jobs=-1)]: Done 826 tasks      | elapsed:  3.5min
[Parallel(n_jobs=-1)]: Done 869 tasks      | elapsed:  3.6min
[Parallel(n_jobs=-1)]: Done 912 tasks      | elapsed:  3.8min
[Parallel(n_jobs=-1)]: Done 1000 out of 1000 | elapsed:  4.2min finished
[Parallel(n_jobs=-1)]: Using backend LokyBackend with 28 concurrent workers.
[Parallel(n_jobs=-1)]: Done   5 tasks      | elapsed:   14.8s
[Parallel(n_jobs=-1)]: Done  16 tasks      | elapsed:   15.3s
[Parallel(n_jobs=-1)]: Done  29 tasks      | elapsed:   28.2s
[Parallel(n_jobs=-1)]: Done  42 tasks      | elapsed:   29.2s
[Parallel(n_jobs=-1)]: Done  57 tasks      | elapsed:   41.8s
[Parallel(n_jobs=-1)]: Done  72 tasks      | elapsed:   43.3s
[Parallel(n_jobs=-1)]: Done  89 tasks      | elapsed:   55.6s
[Parallel(n_jobs=-1)]: Done 106 tasks      | elapsed:   57.8s
[Parallel(n_jobs=-1)]: Done 125 tasks      | elapsed:  1.2min
[Parallel(n_jobs=-1)]: Done 144 tasks      | elapsed:  1.4min
[Parallel(n_jobs=-1)]: Done 165 tasks      | elapsed:  1.5min
[Parallel(n_jobs=-1)]: Done 186 tasks      | elapsed:  1.7min
[Parallel(n_jobs=-1)]: Done 209 tasks      | elapsed:  1.9min
[Parallel(n_jobs=-1)]: Done 232 tasks      | elapsed:  2.1min
[Parallel(n_jobs=-1)]: Done 257 tasks      | elapsed:  2.3min
[Parallel(n_jobs=-1)]: Done 282 tasks      | elapsed:  2.5min
[Parallel(n_jobs=-1)]: Done 309 tasks      | elapsed:  2.7min
[Parallel(n_jobs=-1)]: Done 336 tasks      | elapsed:  2.9min
[Parallel(n_jobs=-1)]: Done 365 tasks      | elapsed:  3.2min
[Parallel(n_jobs=-1)]: Done 394 tasks      | elapsed:  3.4min
[Parallel(n_jobs=-1)]: Done 425 tasks      | elapsed:  3.7min
[Parallel(n_jobs=-1)]: Done 456 tasks      | elapsed:  3.9min
[Parallel(n_jobs=-1)]: Done 489 tasks      | elapsed:  4.2min
[Parallel(n_jobs=-1)]: Done 522 tasks      | elapsed:  4.5min
[Parallel(n_jobs=-1)]: Done 557 tasks      | elapsed:  4.7min
[Parallel(n_jobs=-1)]: Done 592 tasks      | elapsed:  5.1min
[Parallel(n_jobs=-1)]: Done 629 tasks      | elapsed:  5.4min
[Parallel(n_jobs=-1)]: Done 666 tasks      | elapsed:  5.7min
[Parallel(n_jobs=-1)]: Done 705 tasks      | elapsed:  6.0min
[Parallel(n_jobs=-1)]: Done 744 tasks      | elapsed:  6.3min
[Parallel(n_jobs=-1)]: Done 785 tasks      | elapsed:  6.7min
[Parallel(n_jobs=-1)]: Done 826 tasks      | elapsed:  7.0min
[Parallel(n_jobs=-1)]: Done 869 tasks      | elapsed:  7.4min
[Parallel(n_jobs=-1)]: Done 912 tasks      | elapsed:  7.7min
[Parallel(n_jobs=-1)]: Done 1000 out of 1000 | elapsed:  8.4min finished
[Parallel(n_jobs=-1)]: Using backend LokyBackend with 28 concurrent workers.
[Parallel(n_jobs=-1)]: Done   5 tasks      | elapsed:   28.8s
[Parallel(n_jobs=-1)]: Done  16 tasks      | elapsed:   29.4s
[Parallel(n_jobs=-1)]: Done  29 tasks      | elapsed:   55.8s
[Parallel(n_jobs=-1)]: Done  42 tasks      | elapsed:   57.4s
[Parallel(n_jobs=-1)]: Done  57 tasks      | elapsed:  1.4min
[Parallel(n_jobs=-1)]: Done  72 tasks      | elapsed:  1.4min
[Parallel(n_jobs=-1)]: Done  89 tasks      | elapsed:  1.9min
[Parallel(n_jobs=-1)]: Done 106 tasks      | elapsed:  1.9min
[Parallel(n_jobs=-1)]: Done 125 tasks      | elapsed:  2.4min
[Parallel(n_jobs=-1)]: Done 144 tasks      | elapsed:  2.8min
[Parallel(n_jobs=-1)]: Done 165 tasks      | elapsed:  2.9min
[Parallel(n_jobs=-1)]: Done 186 tasks      | elapsed:  3.3min
[Parallel(n_jobs=-1)]: Done 209 tasks      | elapsed:  3.8min
[Parallel(n_jobs=-1)]: Done 232 tasks      | elapsed:  4.2min
[Parallel(n_jobs=-1)]: Done 257 tasks      | elapsed:  4.6min
[Parallel(n_jobs=-1)]: Done 282 tasks      | elapsed:  5.1min
[Parallel(n_jobs=-1)]: Done 309 tasks      | elapsed:  5.5min
[Parallel(n_jobs=-1)]: Done 336 tasks      | elapsed:  6.0min
[Parallel(n_jobs=-1)]: Done 365 tasks      | elapsed:  6.4min
[Parallel(n_jobs=-1)]: Done 394 tasks      | elapsed:  6.9min
[Parallel(n_jobs=-1)]: Done 425 tasks      | elapsed:  7.4min
[Parallel(n_jobs=-1)]: Done 456 tasks      | elapsed:  7.9min
[Parallel(n_jobs=-1)]: Done 489 tasks      | elapsed:  8.4min
[Parallel(n_jobs=-1)]: Done 522 tasks      | elapsed:  9.0min
[Parallel(n_jobs=-1)]: Done 557 tasks      | elapsed:  9.6min
[Parallel(n_jobs=-1)]: Done 592 tasks      | elapsed: 10.2min
[Parallel(n_jobs=-1)]: Done 629 tasks      | elapsed: 10.8min
[Parallel(n_jobs=-1)]: Done 666 tasks      | elapsed: 11.4min
[Parallel(n_jobs=-1)]: Done 705 tasks      | elapsed: 12.1min
[Parallel(n_jobs=-1)]: Done 744 tasks      | elapsed: 12.7min
[Parallel(n_jobs=-1)]: Done 785 tasks      | elapsed: 13.5min
[Parallel(n_jobs=-1)]: Done 826 tasks      | elapsed: 14.1min
[Parallel(n_jobs=-1)]: Done 869 tasks      | elapsed: 14.9min
[Parallel(n_jobs=-1)]: Done 912 tasks      | elapsed: 15.5min
[Parallel(n_jobs=-1)]: Done 1000 out of 1000 | elapsed: 17.0min finished
[Parallel(n_jobs=-1)]: Using backend LokyBackend with 28 concurrent workers.
[Parallel(n_jobs=-1)]: Done   5 tasks      | elapsed:   42.7s
[Parallel(n_jobs=-1)]: Done  16 tasks      | elapsed:   43.7s
[Parallel(n_jobs=-1)]: Done  29 tasks      | elapsed:  1.4min
[Parallel(n_jobs=-1)]: Done  42 tasks      | elapsed:  1.4min
[Parallel(n_jobs=-1)]: Done  57 tasks      | elapsed:  2.1min
[Parallel(n_jobs=-1)]: Done  72 tasks      | elapsed:  2.1min
[Parallel(n_jobs=-1)]: Done  89 tasks      | elapsed:  2.8min
[Parallel(n_jobs=-1)]: Done 106 tasks      | elapsed:  2.9min
[Parallel(n_jobs=-1)]: Done 125 tasks      | elapsed:  3.5min
[Parallel(n_jobs=-1)]: Done 144 tasks      | elapsed:  4.2min
[Parallel(n_jobs=-1)]: Done 165 tasks      | elapsed:  4.4min
[Parallel(n_jobs=-1)]: Done 186 tasks      | elapsed:  5.0min
[Parallel(n_jobs=-1)]: Done 209 tasks      | elapsed:  5.6min
[Parallel(n_jobs=-1)]: Done 232 tasks      | elapsed:  6.3min
[Parallel(n_jobs=-1)]: Done 257 tasks      | elapsed:  6.9min
[Parallel(n_jobs=-1)]: Done 282 tasks      | elapsed:  7.6min
[Parallel(n_jobs=-1)]: Done 309 tasks      | elapsed:  8.2min
[Parallel(n_jobs=-1)]: Done 336 tasks      | elapsed:  8.9min
[Parallel(n_jobs=-1)]: Done 365 tasks      | elapsed:  9.6min
[Parallel(n_jobs=-1)]: Done 394 tasks      | elapsed: 10.4min
[Parallel(n_jobs=-1)]: Done 425 tasks      | elapsed: 11.1min
[Parallel(n_jobs=-1)]: Done 456 tasks      | elapsed: 11.8min
[Parallel(n_jobs=-1)]: Done 489 tasks      | elapsed: 12.7min
[Parallel(n_jobs=-1)]: Done 522 tasks      | elapsed: 13.6min
[Parallel(n_jobs=-1)]: Done 557 tasks      | elapsed: 14.5min
[Parallel(n_jobs=-1)]: Done 592 tasks      | elapsed: 15.3min
[Parallel(n_jobs=-1)]: Done 629 tasks      | elapsed: 16.3min
[Parallel(n_jobs=-1)]: Done 666 tasks      | elapsed: 17.2min
[Parallel(n_jobs=-1)]: Done 705 tasks      | elapsed: 18.1min
[Parallel(n_jobs=-1)]: Done 744 tasks      | elapsed: 19.2min
[Parallel(n_jobs=-1)]: Done 785 tasks      | elapsed: 20.2min
[Parallel(n_jobs=-1)]: Done 826 tasks      | elapsed: 21.3min
[Parallel(n_jobs=-1)]: Done 869 tasks      | elapsed: 22.3min
[Parallel(n_jobs=-1)]: Done 912 tasks      | elapsed: 23.4min
[Parallel(n_jobs=-1)]: Done 1000 out of 1000 | elapsed: 25.6min finished
[Parallel(n_jobs=-1)]: Using backend LokyBackend with 28 concurrent workers.
[Parallel(n_jobs=-1)]: Done   5 tasks      | elapsed:   56.8s
[Parallel(n_jobs=-1)]: Done  16 tasks      | elapsed:   58.3s
[Parallel(n_jobs=-1)]: Done  29 tasks      | elapsed:  1.9min
[Parallel(n_jobs=-1)]: Done  42 tasks      | elapsed:  1.9min
[Parallel(n_jobs=-1)]: Done  57 tasks      | elapsed:  2.8min
[Parallel(n_jobs=-1)]: Done  72 tasks      | elapsed:  2.9min
[Parallel(n_jobs=-1)]: Done  89 tasks      | elapsed:  3.7min
[Parallel(n_jobs=-1)]: Done 106 tasks      | elapsed:  3.9min
[Parallel(n_jobs=-1)]: Done 125 tasks      | elapsed:  4.7min
[Parallel(n_jobs=-1)]: Done 144 tasks      | elapsed:  5.5min
[Parallel(n_jobs=-1)]: Done 165 tasks      | elapsed:  6.0min
[Parallel(n_jobs=-1)]: Done 186 tasks      | elapsed:  6.7min
[Parallel(n_jobs=-1)]: Done 209 tasks      | elapsed:  7.5min
[Parallel(n_jobs=-1)]: Done 232 tasks      | elapsed:  8.3min
[Parallel(n_jobs=-1)]: Done 257 tasks      | elapsed:  9.2min
[Parallel(n_jobs=-1)]: Done 282 tasks      | elapsed: 10.1min
[Parallel(n_jobs=-1)]: Done 309 tasks      | elapsed: 11.0min
[Parallel(n_jobs=-1)]: Done 336 tasks      | elapsed: 11.9min
[Parallel(n_jobs=-1)]: Done 365 tasks      | elapsed: 12.9min
[Parallel(n_jobs=-1)]: Done 394 tasks      | elapsed: 13.8min
[Parallel(n_jobs=-1)]: Done 425 tasks      | elapsed: 14.8min
[Parallel(n_jobs=-1)]: Done 456 tasks      | elapsed: 15.8min
[Parallel(n_jobs=-1)]: Done 489 tasks      | elapsed: 17.0min
[Parallel(n_jobs=-1)]: Done 522 tasks      | elapsed: 18.2min
[Parallel(n_jobs=-1)]: Done 557 tasks      | elapsed: 19.3min
[Parallel(n_jobs=-1)]: Done 592 tasks      | elapsed: 20.5min
[Parallel(n_jobs=-1)]: Done 629 tasks      | elapsed: 21.8min
[Parallel(n_jobs=-1)]: Done 666 tasks      | elapsed: 23.0min
[Parallel(n_jobs=-1)]: Done 705 tasks      | elapsed: 24.3min
[Parallel(n_jobs=-1)]: Done 744 tasks      | elapsed: 25.7min
[Parallel(n_jobs=-1)]: Done 785 tasks      | elapsed: 27.0min
[Parallel(n_jobs=-1)]: Done 826 tasks      | elapsed: 28.4min
[Parallel(n_jobs=-1)]: Done 869 tasks      | elapsed: 29.9min
[Parallel(n_jobs=-1)]: Done 912 tasks      | elapsed: 31.3min
[Parallel(n_jobs=-1)]: Done 1000 out of 1000 | elapsed: 34.3min finished
[Parallel(n_jobs=-1)]: Using backend LokyBackend with 28 concurrent workers.
[Parallel(n_jobs=-1)]: Done   5 tasks      | elapsed:  1.2min
[Parallel(n_jobs=-1)]: Done  16 tasks      | elapsed:  1.2min
[Parallel(n_jobs=-1)]: Done  29 tasks      | elapsed:  2.3min
[Parallel(n_jobs=-1)]: Done  42 tasks      | elapsed:  2.4min
[Parallel(n_jobs=-1)]: Done  57 tasks      | elapsed:  3.4min
[Parallel(n_jobs=-1)]: Done  72 tasks      | elapsed:  3.5min
[Parallel(n_jobs=-1)]: Done  89 tasks      | elapsed:  4.6min
[Parallel(n_jobs=-1)]: Done 106 tasks      | elapsed:  4.8min
[Parallel(n_jobs=-1)]: Done 125 tasks      | elapsed:  5.9min
[Parallel(n_jobs=-1)]: Done 144 tasks      | elapsed:  6.9min
[Parallel(n_jobs=-1)]: Done 165 tasks      | elapsed:  7.2min
[Parallel(n_jobs=-1)]: Done 186 tasks      | elapsed:  8.2min
[Parallel(n_jobs=-1)]: Done 209 tasks      | elapsed:  9.4min
[Parallel(n_jobs=-1)]: Done 232 tasks      | elapsed: 10.5min
[Parallel(n_jobs=-1)]: Done 257 tasks      | elapsed: 11.6min
[Parallel(n_jobs=-1)]: Done 282 tasks      | elapsed: 12.7min
[Parallel(n_jobs=-1)]: Done 309 tasks      | elapsed: 13.8min
[Parallel(n_jobs=-1)]: Done 336 tasks      | elapsed: 14.8min
[Parallel(n_jobs=-1)]: Done 365 tasks      | elapsed: 16.1min
[Parallel(n_jobs=-1)]: Done 394 tasks      | elapsed: 17.3min
[Parallel(n_jobs=-1)]: Done 425 tasks      | elapsed: 18.5min
[Parallel(n_jobs=-1)]: Done 456 tasks      | elapsed: 19.8min
[Parallel(n_jobs=-1)]: Done 489 tasks      | elapsed: 21.1min
[Parallel(n_jobs=-1)]: Done 522 tasks      | elapsed: 22.4min
[Parallel(n_jobs=-1)]: Done 557 tasks      | elapsed: 23.9min
[Parallel(n_jobs=-1)]: Done 592 tasks      | elapsed: 25.4min
[Parallel(n_jobs=-1)]: Done 629 tasks      | elapsed: 26.9min
[Parallel(n_jobs=-1)]: Done 666 tasks      | elapsed: 28.4min
[Parallel(n_jobs=-1)]: Done 705 tasks      | elapsed: 30.1min
[Parallel(n_jobs=-1)]: Done 744 tasks      | elapsed: 31.8min
[Parallel(n_jobs=-1)]: Done 785 tasks      | elapsed: 33.5min
[Parallel(n_jobs=-1)]: Done 826 tasks      | elapsed: 35.2min
[Parallel(n_jobs=-1)]: Done 869 tasks      | elapsed: 37.0min
[Parallel(n_jobs=-1)]: Done 912 tasks      | elapsed: 38.8min
[Parallel(n_jobs=-1)]: Done 1000 out of 1000 | elapsed: 42.4min finished
